#         t          x          y          z         vx         vy         vz
      2.657    190.199     -1.758     99.414     34.973    -82.118    -33.485
      2.658    190.234     -1.840     99.380     34.857    -82.107    -33.540
      2.659    190.269     -1.922     99.347     34.741    -82.097    -33.595
      2.660    190.304     -2.004     99.313     34.625    -82.086    -33.650
      2.661    190.338     -2.086     99.280     34.509    -82.076    -33.705
      2.662    190.373     -2.168     99.246     34.393    -82.065    -33.760
      2.663    190.407     -2.250     99.212     34.277    -82.054    -33.814
      2.664    190.441     -2.332     99.178     34.161    -82.043    -33.869
      2.665    190.476     -2.414     99.144     34.045    -82.032    -33.924
      2.666    190.509     -2.496     99.110     33.929    -82.021    -33.979
      2.667    190.543     -2.578     99.076     33.813    -82.011    -34.033
      2.668    190.577     -2.660     99.042     33.697    -81.999    -34.088
      2.669    190.611     -2.742     99.008     33.581    -81.988    -34.142
      2.670    190.644     -2.824     98.974     33.465    -81.977    -34.197
      2.671    190.678     -2.906     98.940     33.349    -81.966    -34.251
      2.672    190.711     -2.988     98.906     33.233    -81.955    -34.306
      2.673    190.744     -3.070     98.871     33.117    -81.944    -34.360
      2.674    190.777     -3.152     98.837     33.001    -81.932    -34.414
      2.675    190.810     -3.234     98.802     32.885    -81.921    -34.469
      2.676    190.843     -3.316     98.768     32.769    -81.910    -34.523
      2.677    190.876     -3.398     98.733     32.654    -81.898    -34.577
      2.678    190.908     -3.480     98.699     32.538    -81.887    -34.631
      2.679    190.941     -3.562     98.664     32.422    -81.875    -34.686
      2.680    190.973     -3.643     98.629     32.306    -81.863    -34.740
      2.681    191.005     -3.725     98.595     32.190    -81.852    -34.794
      2.682    191.038     -3.807     98.560     32.074    -81.840    -34.848
      2.683    191.070     -3.889     98.525     31.959    -81.828    -34.902
      2.684    191.101     -3.971     98.490     31.843    -81.817    -34.956
      2.685    191.133     -4.053     98.455     31.727    -81.805    -35.010
      2.686    191.165     -4.134     98.420     31.611    -81.793    -35.064
      2.687    191.196     -4.216     98.385     31.496    -81.781    -35.118
      2.688    191.228     -4.298     98.350     31.380    -81.769    -35.171
      2.689    191.259     -4.380     98.314     31.264    -81.757    -35.225
      2.690    191.290     -4.461     98.279     31.149    -81.745    -35.279
      2.691    191.321     -4.543     98.244     31.033    -81.733    -35.333
      2.692    191.352     -4.625     98.209     30.917    -81.720    -35.386
      2.693    191.383     -4.707     98.173     30.802    -81.708    -35.440
      2.694    191.414     -4.788     98.138     30.686    -81.696    -35.494
      2.695    191.445     -4.870     98.102     30.570    -81.684    -35.547
      2.696    191.475     -4.952     98.067     30.455    -81.671    -35.601
      2.697    191.506     -5.033     98.031     30.339    -81.659    -35.654
      2.698    191.536     -5.115     97.995     30.224    -81.646    -35.708
      2.699    191.566     -5.197     97.960     30.108    -81.634    -35.761
      2.700    191.596     -5.278     97.924     29.992    -81.621    -35.815
      2.701    191.626     -5.360     97.888     29.877    -81.609    -35.868
      2.702    191.656     -5.442     97.852     29.761    -81.596    -35.921
      2.703    191.686     -5.523     97.816     29.646    -81.583    -35.974
